name,C2A1,C3A1,C4A1,C5A1,C6A1,C9A1,C10A1,C1A1,C7A1,C8A1,C11A1,C12A1,C13A1,C14A1,GeneName,Biotype
MPI,13.21497874,9.803501168,11.09285461,11.20745892,8.504161941,8.178341974,14.54587691,8.317472403,7.265233781,11.94280805,8.460174517,11.93006228,9.908193605,9.000785859,MPI,protein_coding
MPL,5.091901237,2.342582527,2.20982508,0.999268478,2.129295117,2.454142146,2.635816434,2.360833055,2.801530353,3.81965692,2.938721398,3.643879332,1.777366273,3.339733285,MPL,protein_coding
MPLKIP,5.17370969,7.977455281,7.033946191,5.910209099,5.422314026,7.709715475,4.709232346,7.970033755,6.702778412,5.295671469,6.181037598,7.686183559,7.884222218,7.824183741,MPLKIP,protein_coding
MPND,0.357308057,0.267785725,0.173469478,0.382820046,0.318185237,0.488079474,0.55368848,0.090935125,0.658471267,0.699341041,0.561092753,0.406511994,0.085113692,0.60136882,MPND,protein_coding
MPP1,35.91098215,44.12377501,31.96432512,47.46686502,13.99230924,47.80499877,28.77803696,8.973002007,10.33087333,44.18001741,41.51632425,26.39543129,25.41673575,19.19320118,MPP1,protein_coding
MPP2,0.227388099,0.11016842,0.114695731,0.066442836,0.175316569,0.143753399,0.155986822,0.161335699,0.171916328,0.069607861,0.09002621,0.11067427,0.078786471,0.089066238,MPP2,protein_coding
MPP3,2.375424091,2.48619005,2.123781472,1.664522421,1.821734107,2.650648154,1.541264756,2.074369528,2.017234758,1.444331616,1.991329801,2.218084774,1.566131303,1.637082407,MPP3,protein_coding
MPP4,3.333419918,4.891572449,4.587425962,3.037119795,4.728122665,4.498010249,2.702119191,2.578472277,5.030529083,4.00375734,3.877711226,4.370371091,4.126547631,5.428322048,MPP4,protein_coding
MPP5,4.282708447,4.985718849,4.704959718,4.118175297,4.794467279,4.297193597,2.389151497,6.103731117,5.415443534,3.104165808,4.110491038,3.095450754,3.468598634,5.824088536,MPP5,protein_coding
MPP6,0.944949306,1.355470832,1.099340891,1.371664721,1.375328259,1.034652385,0.881731319,1.944608855,1.175347771,0.677444924,1.22029629,1.017275977,0.97783043,2.29838579,MPP6,protein_coding
MPP7,0.626951916,1.901467165,1.220566885,1.944442855,1.746277026,1.289396306,0.592849159,0.783801818,1.384595805,0.900013228,1.039104094,0.97755024,1.310044367,1.267713828,MPP7,protein_coding
MPPE1,1.663856981,2.102497262,2.007558549,1.726064977,2.105480458,2.225804477,1.414019122,1.165054896,1.956820163,1.920933965,2.875473529,2.719578647,1.430194769,2.456020709,MPPE1,protein_coding
MPPED1,4.044359068,4.231094435,4.492289158,4.611212415,6.185877496,4.956899421,4.961128472,4.148716852,4.753539673,4.977838639,6.544684949,3.795525539,5.754557525,4.790371195,MPPED1,protein_coding
MPPED2,3.919444824,5.756197715,3.756277597,4.199295309,4.230657067,4.645968042,2.592689256,5.108415058,4.933202046,5.384180022,4.25243136,7.710170518,6.974035607,4.845530462,MPPED2,protein_coding
MPRIP,28.28216829,16.22838997,16.60188222,12.92240762,14.97076262,17.00884967,21.68598378,10.93009809,13.30645175,24.47875768,18.6542309,13.94072576,12.54600064,15.85194673,MPRIP,protein_coding
MPST,17.86324719,21.38835016,16.39581751,17.02801722,22.73154803,22.5596291,20.20344233,7.994821134,14.73324342,22.13309859,21.99285088,26.25422086,17.19824751,24.40312921,MPST,protein_coding
MPV17,3.460731588,3.179321392,4.810753436,3.408811176,3.976522383,4.694979773,6.899668745,1.894103998,3.122894715,1.860778429,3.646375655,3.785386161,3.067027634,3.727743216,MPV17,protein_coding
MPV17L2,32.5622747,16.16643095,10.96356255,11.95251796,13.15518816,17.66717192,21.83323957,10.56057684,13.53869812,15.01239385,15.22502081,11.54891433,9.296151893,11.26289513,MPV17L2,protein_coding
MPZ,0.175779297,0.043912795,0.048765192,0.047082509,0,0,0.047372091,0,0.099673196,0,0.044165134,0,0.544336802,0,MPZ,protein_coding
MPZL1,18.31095921,22.83591644,21.7512715,23.09084552,17.82659861,23.63597084,16.99070275,15.96114715,21.15223616,22.12622655,27.10620469,21.06599575,19.38477288,22.78124788,MPZL1,protein_coding
MPZL2,6.351993149,5.486364664,6.426149227,1.932169089,1.570256673,4.976635161,3.736901815,1.652283727,3.045062504,5.020037196,8.135869014,2.016880786,3.417593482,3.518166871,MPZL2,protein_coding
MPZL3,1.350861543,1.169893372,1.232543493,0.128650115,0.397164882,0.83502868,0.679567255,0.397274349,0.476614241,0.970404492,1.327464223,0.707168035,0.429048311,0.711375783,MPZL3,protein_coding
MRAP,3.81342258,2.529335202,1.866392713,0.909916393,1.220228352,2.299531101,0.736000541,1.254469247,4.570202798,6.964409321,1.104575004,1.997096683,0.301473863,2.349788741,MRAP,misc_RNA
MRAP2,0,0,0,0,0,0,0,0,0,0,0,0.01484978,0.013214022,0,MRAP2,protein_coding
MRAS,9.387578514,11.68190897,7.596540532,16.03055178,9.938152116,9.688610425,9.170146544,7.993706389,14.62780879,9.610390745,10.06699022,13.60936133,14.88000747,6.953607794,MRAS,protein_coding
MRC1,1.428334081,1.483387526,2.256389768,3.14082715,1.631385522,1.319832919,1.795231265,1.612786507,3.388211284,3.496969104,3.002628857,1.616260275,2.192993254,2.660526408,MRC1,protein_coding
MRC2,42.66513868,27.30117717,44.46333702,27.74460485,72.86065804,44.33883942,39.18378998,25.6612927,15.58959371,36.85185696,62.01322558,20.54426901,20.53712503,35.85313034,MRC2,protein_coding
MRE11,10.63469823,8.139789289,12.10612782,8.121270607,10.74092347,9.922766881,8.118952847,6.614152107,11.52897181,9.910429212,8.137834009,9.864515263,8.670103562,12.77830967,MRE11,protein_coding
MREG,2.614366689,2.023064472,2.458893158,1.929980667,1.395244337,2.549726311,3.179136732,1.103520522,1.663225501,2.62491203,1.714266171,3.106673819,2.764462189,1.906003543,MREG,protein_coding
MRGBP,39.22333719,56.45982428,51.93495576,54.46220111,155.4783651,60.52730799,38.68804575,48.63123809,66.03562375,43.17515181,49.56437591,48.1016623,97.18784372,55.79951181,MRGBP,protein_coding
MRGPRH,0.04832603,0.096581616,0.187694424,0.336547478,0.098364929,0.024004693,0.104189977,0.04919602,0.054805201,0.048818633,0.048568305,0,0.069069927,0.05205461,MRGPRH,protein_coding
MRI1,38.31441878,12.5492843,18.86500375,21.12419095,13.20377929,20.5078727,33.86190616,18.67255723,13.77105807,19.27178249,17.1496847,16.49269825,18.90824722,16.86619862,MRI1,protein_coding
MRM1,2.762611531,1.448326455,1.837438153,1.251706978,1.211344382,1.518425382,1.590828187,1.403937165,1.623780902,2.191798469,1.531688577,1.457915942,1.196883337,1.641635447,MRM1,protein_coding
MRM2,10.5604106,9.505201624,8.573678251,8.6522109,8.495315725,10.14408045,7.407983251,7.232889627,7.661288255,9.295328483,6.633345918,9.811276597,9.211447056,7.569523586,MRM2,protein_coding
MRM3,7.895958561,7.344604406,7.5036936,8.09974559,5.300268372,6.717658517,9.598374643,7.995349737,5.096493132,6.618751944,6.753654164,9.759068385,8.684070849,6.786038851,MRM3,protein_coding
MRNIP,6.416440902,3.928334452,13.1373978,5.809502756,3.495011509,3.591210625,7.598804614,2.989978454,3.177153503,4.838560937,10.08162763,3.048232014,3.961049727,3.455749663,MRNIP,protein_coding
MRPL1,16.68197114,18.46939451,15.56677392,13.40480469,14.82325338,17.32596995,16.58659458,14.53786815,21.60585263,17.26693299,19.87740105,18.06576332,16.91867592,17.22035227,MRPL1,protein_coding
MRPL10,29.42417248,21.14932971,24.7882504,20.3630863,21.01447561,23.54361412,31.36485121,12.85102726,15.43388888,20.43235768,21.22369787,25.77838456,21.10548461,21.78673036,MRPL10,protein_coding
MRPL12,38.86449603,37.66522985,36.55370739,34.73440901,36.50559841,40.03265506,56.001083,30.28612827,38.68571702,30.90872302,38.47050253,43.77639247,42.55194716,32.32642707,MRPL12,protein_coding
MRPL13,38.5619279,50.95102563,43.54125747,37.40804698,34.43416211,49.9160949,46.95665693,31.62491083,45.95307043,42.77545781,55.38403752,48.37827334,41.56920904,42.41009607,MRPL13,protein_coding
MRPL14,41.15016533,57.68898663,43.35471139,56.96238349,36.07233007,43.61480091,38.71504043,33.14375397,46.66725315,35.39860181,42.03112173,54.77314743,61.9160269,41.28813724,MRPL14,protein_coding
MRPL15,33.59142371,38.19360751,62.59870399,47.27783148,49.04425545,50.45594105,54.64788487,47.13393883,60.75926606,42.85876401,50.09369808,63.18629123,68.42566253,45.8523578,MRPL15,protein_coding
MRPL16,33.1933602,36.82611602,36.05067472,35.08186827,25.67925322,30.61589425,45.05640007,27.18960224,28.97906721,25.22985604,31.03684562,35.33665292,34.31943661,33.74881817,MRPL16,protein_coding
MRPL17,32.84407353,26.53124695,34.77357896,25.42609833,24.15221823,33.99654862,48.69152055,23.75845175,33.30718723,24.5033526,30.63684694,38.32776974,35.29265662,31.70616405,MRPL17,protein_coding
MRPL18,40.0920658,42.92447646,37.8163462,42.64784203,41.53119495,43.67006263,54.64098132,39.28330516,51.88142786,39.27125068,43.53089598,63.01498559,51.70781974,38.01853679,MRPL18,protein_coding
MRPL19,9.433865931,12.75214655,12.86695883,15.25305951,11.38161183,14.99528481,8.838320219,9.429086466,13.57760242,11.26276085,14.23898006,16.49320144,15.98388986,12.12017586,MRPL19,protein_coding
MRPL2,43.72778314,40.75144367,39.36880672,40.91479909,40.60424015,37.11828049,53.49096982,31.07650448,43.77594295,34.94589374,40.45256673,47.26470909,42.90061587,32.43788478,MRPL2,protein_coding
MRPL20,47.55456945,66.51309232,64.42480945,63.94501265,52.16073224,69.3582795,71.03523316,57.21945558,59.88528866,42.4359679,65.92903589,92.17982464,79.06617894,54.17117618,MRPL20,protein_coding
MRPL21,26.01946658,35.64113796,32.68553831,30.14817186,22.16633124,29.6246747,25.60628513,19.79150751,28.43041279,20.59951948,32.39356936,34.20042037,31.26880938,30.07390513,MRPL21,protein_coding
MRPL22,9.775949445,16.13431617,18.24378528,17.20882485,14.03585902,18.94341691,13.16730671,13.0552345,15.80739031,14.29307109,13.69155653,19.65268323,21.83479431,13.31561997,MRPL22,protein_coding
MRPL23,39.21619668,59.61055752,53.30697341,60.82531259,56.35566161,55.70564347,64.11816255,43.47872881,51.60568044,42.88050544,59.68976482,73.50947031,67.65911139,48.82750806,MRPL23,protein_coding
MRPL24,22.16620576,26.35214941,22.46215998,24.97069245,18.46068967,24.81784282,30.77147518,19.00995595,22.06654157,14.18409701,22.74293577,22.7812171,22.64870747,14.97075331,MRPL24,protein_coding
MRPL27,28.07641384,40.99842744,38.38883246,40.10811335,31.5504408,39.26526517,41.79604265,34.3662837,38.47415107,27.01200564,39.47044655,51.17996716,44.34801299,35.91313558,MRPL27,protein_coding
MRPL28,30.66247123,35.11164994,40.74077105,48.32427234,38.60626904,44.80830312,48.67630824,27.43560611,40.59786127,39.24530383,40.88383742,45.79177241,49.46889354,39.16281985,MRPL28,protein_coding
MRPL3,25.28858269,28.48369632,28.9952356,33.04552863,27.15003659,28.93488448,30.17602217,32.32860908,33.23788784,25.54635749,29.16155791,31.65691084,39.45162698,26.25562136,MRPL3,protein_coding
MRPL30,7.115518354,7.383349971,7.803755112,7.050847918,7.193261527,7.800567808,6.172222655,5.611081145,8.042567348,5.772039476,6.685587418,7.644618358,6.4516558,7.638922842,MRPL30,protein_coding
MRPL32,8.727809708,9.329214885,11.37248775,10.62167072,7.36596232,12.47723802,9.703533473,7.182244823,9.311674593,9.062538896,12.56137029,13.57878911,11.06887156,11.98898809,MRPL32,protein_coding
MRPL33,46.22075743,61.33494128,54.28359709,54.40329121,61.89956278,66.61330325,72.58285731,62.57933975,63.06995305,43.21584374,66.36068221,76.87755911,77.18189499,58.20159321,MRPL33,protein_coding
MRPL34,42.37191575,50.06867398,48.00305158,53.51011783,57.96167582,55.85895603,77.11167679,36.0002672,50.42803994,45.24510944,51.97556369,62.53627069,67.23773499,43.81893374,MRPL34,protein_coding
MRPL35,20.48987109,28.74461965,28.15901062,25.05082937,27.2458809,24.11967222,25.52735624,16.64639118,22.27584978,21.55488295,29.36072967,29.1468525,29.83140176,24.64836754,MRPL35,protein_coding
MRPL36,8.035953075,7.74534089,6.556312093,8.039813641,6.032270146,10.2291924,10.62867696,6.033932766,8.74709237,6.889631104,8.419909784,8.421684783,11.11429728,9.147082989,MRPL36,protein_coding
MRPL37,12.91977835,12.65721742,9.55797761,10.72096416,10.89283096,13.11825265,12.39128512,5.415680432,12.13814314,12.34771793,13.30279828,10.61306572,8.840546915,11.80182227,MRPL37,protein_coding
MRPL38,23.46288931,19.39998048,22.20657572,20.1247443,18.71117267,21.10022508,24.68459431,15.20279501,20.92558095,20.98654306,21.44592955,22.84939299,21.81864528,20.44730985,MRPL38,protein_coding
MRPL39,16.73430157,24.54620884,18.91064217,18.14845647,14.73925179,23.6914036,12.46760697,18.02539479,15.96001102,19.12784563,21.2413304,22.90539242,21.65007582,21.93920985,MRPL39,protein_coding
MRPL40,31.84964618,39.6587187,39.83021669,37.85601096,39.25143189,40.53997968,36.01005312,27.86353255,37.74236303,31.04317231,35.38530199,47.89224083,43.86144991,34.50801289,MRPL40,protein_coding
MRPL41,10.785665,13.45667997,14.04426665,10.75421121,10.72300954,12.38727718,16.93620843,12.05877725,15.34267947,8.565332522,11.40365411,20.16087529,12.95012411,12.62515575,MRPL41,protein_coding
MRPL42,2.883384009,3.601603068,3.021907084,2.831820925,2.852969921,2.22793775,2.849238145,3.424507512,1.998312109,2.750954437,1.85139738,4.202402838,2.594749965,2.84702969,MRPL42,protein_coding
MRPL43,22.25373258,31.01547858,16.11658986,18.57217816,20.26410136,26.6458625,32.44869329,18.48118482,25.7686489,14.90816891,22.71843427,29.47261985,25.33329813,22.7090957,MRPL43,protein_coding
MRPL44,38.490173,32.97446855,29.55339952,31.39741226,29.47814189,33.79619114,37.24852736,27.55679622,27.55721599,31.96024983,33.06626746,32.47213826,31.30314626,32.40361041,MRPL44,protein_coding
MRPL45,30.37054725,23.95927237,26.34072202,27.31565166,25.58107756,27.47199229,34.67765574,19.28262764,24.38158615,29.18648655,26.30583849,30.50915444,30.27072111,24.66446609,MRPL45,protein_coding
MRPL46,20.27704316,18.73601576,20.10502158,21.72483503,18.117145,23.64979426,24.64043955,16.62089622,19.65080963,16.97223649,20.85508393,25.32164135,20.87631492,16.33858551,MRPL46,protein_coding
MRPL47,17.74153543,22.65973954,20.33953682,20.83359012,16.50146512,21.18536355,14.05892324,16.56581767,18.58784822,20.83031665,21.01871115,25.79109213,23.62181826,16.83231958,MRPL47,protein_coding
MRPL48,22.75574558,28.89597234,24.20349209,22.04808591,18.14262809,28.27870878,28.64840256,14.67699915,22.96512843,21.49391663,28.85561298,31.09584299,27.98362417,24.20174622,MRPL48,protein_coding
MRPL49,32.4684546,22.4430126,23.65877307,14.99577899,22.11205712,23.76736791,24.7373205,15.07679252,15.87295641,21.37305315,21.42702309,22.39357656,20.77974096,21.38733244,MRPL49,protein_coding
MRPL50,8.362644791,15.48160782,13.57803895,14.99577899,17.20087094,15.21648455,12.52589599,9.857381798,12.67839915,11.64919288,14.50894108,18.19193812,18.45267525,13.46438312,MRPL50,protein_coding
MRPL51,30.14919301,36.2554588,27.79243737,30.81818042,22.63008577,34.23607049,35.87001363,18.80989838,32.84524125,31.93537318,39.16776363,33.89318046,31.17761166,33.66866399,MRPL51,protein_coding
MRPL53,14.8043326,18.80830915,17.83360565,18.8090582,14.75558332,19.26269914,13.46387261,10.2695157,20.35502367,18.35215048,19.9697375,19.59317307,18.72484633,18.53375547,MRPL53,protein_coding
MRPL54,42.9835613,43.25794257,38.1927384,40.31652056,41.0988023,43.15781523,58.86797767,29.2753956,33.65413709,26.73293693,38.89452037,46.35367025,36.58359745,41.02735259,MRPL54,protein_coding
MRPL55,8.042722716,12.3162282,11.70673937,12.64569422,9.99239028,12.34822028,12.94866623,6.592542046,9.831756584,8.230220468,12.49197644,14.09238606,12.83863033,7.98819745,MRPL55,protein_coding
MRPL57,26.41005849,29.19257354,21.87989382,25.97007282,22.36773192,31.35862233,31.49226223,21.45316043,23.38632673,21.47132617,30.99650405,30.6037898,21.63101239,28.93483648,MRPL57,protein_coding
MRPL58,16.22594582,12.7485062,12.64528896,11.74448177,10.90395366,12.61268726,12.08376109,6.808968634,13.13381792,12.01197596,12.19934815,15.38502943,13.21823173,15.54328186,MRPL58,protein_coding
MRPL9,0.103009579,0.823476003,0.800161879,1.710650041,1.04835115,2.558365895,5.496644333,0.052432005,0.116820286,0,0.103526,2.481771235,1.128735191,2.163666371,MRPL9,protein_coding
MRPS10,20.17073669,23.33021403,22.47141544,19.48387738,22.06377675,26.66550298,21.82946285,18.35112734,27.28797613,18.69168528,31.44532513,28.57122999,29.13167029,22.66793658,MRPS10,protein_coding
MRPS11,15.47909885,9.837768606,10.72741237,9.340591149,15.33091397,12.72635265,17.96496235,7.969442572,9.954226903,10.5444111,10.49034227,12.31993772,14.01436615,10.92394106,MRPS11,protein_coding
MRPS12,18.20329199,25.80445338,23.01864551,21.2038614,24.66528481,22.39474533,37.42054923,14.65241615,26.88500746,14.9676638,19.67727889,30.48424089,31.26077894,25.42169027,MRPS12,protein_coding
MRPS14,49.79987291,53.6758071,43.53224348,37.33214909,42.15566597,60.44176997,66.51386145,32.60192731,51.85905759,37.09782575,50.36431329,59.52934221,48.49546058,54.65428235,MRPS14,protein_coding
MRPS15,64.44635599,76.35455199,62.05350517,71.17241031,84.15505801,74.66193668,60.06702878,60.49260541,72.78696896,62.69946542,66.49663239,81.74804036,73.43598317,63.22441032,MRPS15,protein_coding
MRPS16,8.052852992,6.861639602,6.80410492,4.922517722,5.543058941,7.103813282,9.509364193,4.677182053,5.267301561,5.991500243,6.128686708,6.798106212,5.380666143,6.964529291,MRPS16,protein_coding
MRPS17,46.12658811,58.20682421,65.92256525,70.1689281,59.74231069,70.51054088,45.819836,51.46321406,57.38793945,52.03390843,58.74351754,79.66210654,64.99176012,59.27579532,MRPS17,protein_coding
MRPS18A,14.04272123,17.39411475,13.73366518,14.84697854,10.42814654,17.47671361,15.23772674,13.35296332,16.52047503,14.12350784,15.38485397,18.96939092,15.43888009,14.6940062,MRPS18A,protein_coding
MRPS18C,3.17036174,3.723488538,3.552390465,2.558573801,3.68748217,3.446140968,4.216542903,2.514885353,5.20635305,4.076135986,3.206945797,3.372726652,3.020824057,2.882766863,MRPS18C,protein_coding
MRPS2,20.32746735,14.88459671,17.62151146,13.8906134,12.94426596,15.06109483,22.87175176,15.202144,15.26121976,14.66489137,15.92121741,17.00366609,15.22082002,13.02740517,MRPS2,protein_coding
MRPS21,27.62290349,47.19580854,41.73720399,35.14429261,37.14857701,43.73554673,59.95324228,26.86481963,45.31134694,18.18773673,46.59946994,45.02744485,45.35500565,38.52098441,MRPS21,protein_coding
MRPS22,16.52093538,18.05338523,16.00814655,16.22856082,13.07345337,17.5728346,17.06889107,14.51063777,18.34641097,13.04613585,16.91443363,18.83046885,18.49075384,15.42778872,MRPS22,protein_coding
MRPS23,28.02344637,32.16067532,27.22717884,33.36765685,27.39920153,35.62039398,33.17713476,28.27878639,34.69498669,28.00004724,31.85353605,37.67259419,31.77380177,27.74701276,MRPS23,protein_coding
MRPS24,18.55764562,16.8772327,15.73417543,20.10607239,17.08275509,17.91818491,30.00744104,13.69119743,18.20808408,15.69255425,23.36574119,15.40577595,28.21225677,16.28354462,MRPS24,protein_coding
MRPS25,16.87946492,18.7341383,19.69614316,19.98286774,14.16251227,20.67306845,15.24427357,13.67452632,17.60820481,13.43946361,17.4173263,19.04004991,21.79226393,15.71823082,MRPS25,protein_coding
MRPS26,19.14799917,22.34416959,20.35715729,22.21345291,19.50884926,23.62069984,28.29642849,16.26544112,21.35568768,18.65997813,21.70790549,25.64051408,22.3328095,18.781368,MRPS26,protein_coding
MRPS27,10.65819837,14.30774767,15.79950178,13.57376546,13.50768825,15.62283042,11.18593925,12.32404481,11.31176204,13.16398658,14.51122907,17.95872898,16.7469597,13.12679265,MRPS27,protein_coding
MRPS30,14.96362678,15.40002414,15.07933361,13.80536592,13.63434256,14.64323311,14.5106857,12.59652716,14.83047212,12.69369504,12.7571407,16.74177457,17.66996222,15.18824784,MRPS30,protein_coding
MRPS31,10.32761275,13.5666777,11.16437166,11.8217355,8.945224447,11.89716885,9.322673516,10.80114,11.55205911,11.09881434,11.4520305,12.38634451,13.83351027,10.12695651,MRPS31,protein_coding
MRPS33,13.35148207,17.20859727,18.28146728,14.37752133,12.89717688,20.18825762,13.95366587,10.29754827,18.09286058,11.54445244,14.94220391,14.34500778,16.7538683,17.28230924,MRPS33,protein_coding
MRPS34,63.47746433,54.3768251,56.50959818,48.26851103,45.90171387,63.91644626,69.79228274,43.38933291,47.13091217,56.04502707,58.04696294,59.24392341,61.6892075,56.05227186,MRPS34,protein_coding
MRPS35,12.7274172,18.20074112,17.27126554,16.75528372,16.48560139,20.31942884,11.62782721,13.4884828,16.59253044,13.158786,15.71707583,19.90292289,18.77744234,16.2020146,MRPS35,protein_coding
MRPS36,6.797766317,9.300926876,7.852896299,9.598792528,11.81421899,8.935037133,8.643194395,7.984780569,9.725397951,6.726195442,8.968987298,10.7877551,12.19029728,7.735295543,MRPS36,protein_coding
MRPS5,19.25665901,20.21821136,22.93799678,22.72360977,21.10545831,24.11377544,27.14571808,18.02683582,26.41992986,21.25540695,20.67273539,22.35003549,22.42222468,19.61824925,MRPS5,protein_coding
MRPS6,12.63692165,17.00083254,22.12658554,41.11701103,26.06435165,13.78895317,10.49600771,24.59529085,24.1398153,15.69557451,22.17343054,29.36425909,26.72185115,19.58108058,MRPS6,protein_coding
MRPS7,31.5837341,29.77325203,29.0043827,26.63055839,24.39968561,26.81482221,25.03875945,24.75973288,27.21943312,28.21076805,27.39531486,29.73128538,26.35451926,26.4572456,MRPS7,protein_coding
MRPS9,24.42058561,29.5253551,34.22128105,29.75370135,26.82520469,28.0700881,25.19382384,26.4216856,28.61023146,29.44031094,28.27517501,30.12555758,35.15309017,26.82649507,MRPS9,protein_coding
MRRFP1,7.640660931,6.152016603,8.082285927,6.419400725,7.062796251,7.631553971,8.72541829,5.875627763,5.797486289,7.899014259,7.085089245,9.476405137,6.560100228,7.934124245,MRRFP1,protein_coding
MRS2,2.359155383,2.180628219,2.503399719,2.306435325,2.566030639,2.080031653,1.748413189,2.281544792,1.906259711,2.025722572,2.28207077,2.494567538,2.318126441,2.779410434,MRS2,protein_coding
MRTO4,45.05430076,45.26286488,42.49021114,38.24166292,29.87190088,44.87909187,49.93529451,33.99941196,36.23212057,39.71759203,39.69602302,41.64711384,39.24627242,37.92661234,MRTO4,protein_coding
MS4A4A,47.00622475,31.94909291,45.59492114,100.7249894,68.88577834,23.78838863,56.83211952,25.27662223,32.17022029,30.2367074,55.37760488,41.44681933,37.91838261,45.35718006,MS4A4A,protein_coding
MSANTD1,0.097231167,0.07772824,0.129475904,0.062504115,0.098954298,0.212506989,0.062888549,0.118777887,0.066160291,0.078577821,0.214980963,0.104113517,0.111174033,0.167572811,MSANTD1,protein_coding
MSANTD2,6.876800828,4.60707489,4.900591573,3.108077255,3.347763773,3.821144053,4.285930514,3.098194191,4.068294172,5.66479655,3.540239579,4.548491474,2.838156726,4.756903875,MSANTD2,protein_coding
MSANTD4,3.812273152,4.043791509,4.153354161,3.823958532,4.242187808,4.279038588,2.368398824,4.022348865,4.746868305,3.8511329,3.927388175,4.528455118,3.607635008,4.892144211,MSANTD4,protein_coding
MSC,5.893232229,16.94781272,3.383898438,4.221577928,3.661369599,2.723078314,3.471904631,115.2777311,7.499340484,6.091752801,10.05494696,5.209728235,3.036160109,1.882232881,MSC,protein_coding
MSGN1,0,0,0.047716478,0,0.043761816,0.085436059,0,0,0,0,0,0,0.081943175,0.046317408,MSGN1,protein_coding
MSH2,9.366977868,7.704124074,10.41444375,6.195167381,6.654752978,8.428729059,7.281858632,6.344846171,6.966123728,9.280488182,8.164780549,8.814830522,7.775189192,8.867279994,MSH2,protein_coding
MSH3,4.074277854,3.786601441,3.952089979,3.144153152,2.189226625,3.52394396,1.93495104,5.800874229,3.31191457,2.705496366,3.235674851,4.347414869,3.312005502,4.097075273,MSH3,protein_coding
MSH4,1.692182736,1.627139977,1.895515662,1.214371609,1.169776938,1.506641883,0.80882409,1.62513799,1.919057177,1.661051566,1.058905379,1.846149072,1.308146727,2.046286446,MSH4,protein_coding
MSH6,12.91358923,12.7701774,13.64558696,10.87598055,13.48362883,12.29610089,12.43179835,10.06090427,11.6186239,11.1216272,11.83278629,10.71176717,10.70733307,13.92437741,MSH6,protein_coding
MSI1,2.535404124,1.982450315,2.252512852,2.248648758,2.206148783,1.986116604,1.568872407,1.871454567,1.676552517,2.259469824,1.88606696,1.92747466,2.247949384,2.054454925,MSI1,protein_coding
MSI2,2.612021345,1.885084913,2.844860899,2.361714884,2.496562475,1.764262004,1.757971175,2.117387112,2.280439554,2.778257461,2.423718472,2.545335183,2.159610242,2.38928538,MSI2,protein_coding
MSL1,52.47090848,31.25889983,29.00181861,23.53597599,26.93035462,29.70496843,39.05291479,16.7402695,26.82031379,40.37568062,29.62185273,27.09782576,24.80662417,29.99037631,MSL1,protein_coding
MSL2,7.861168625,8.091692816,8.631644898,6.231354107,5.834939659,7.140260923,4.651287201,7.208437499,7.440448318,6.842654062,7.163983931,7.329015612,6.307686596,8.047493167,MSL2,protein_coding
MSL3,13.37534898,12.47899337,15.11326808,13.73622861,14.53793896,13.1995665,9.49277401,11.65162127,14.01146866,14.99057954,15.78312121,14.32210121,15.61884307,14.69403254,MSL3,protein_coding
MSLN,0.207849347,0.089013367,0.329498035,0.5885376,0.679927029,0.147491049,0.224059565,0.22670481,0.370411075,0.209968023,0.402861918,0.588198576,0.339506804,0.095951098,MSLN,protein_coding
MSLNL,0.15121055,0.056662628,0.335594082,5.244978741,0.057708864,0.056332419,0.040750874,0.481039748,0.085741831,0.324597764,0.360925471,0.040478435,0.108058758,0.203596439,MSLNL,protein_coding
MSMB,1.416416002,63.3942886,1.489059095,35.22310804,188.914692,52.87866369,16.79570874,101.237614,0.25362913,2.108626938,22.10197399,58.19241329,116.4213927,29.79128283,MSMB,protein_coding
MSMO1,12.30558307,14.12702617,21.96851439,12.6055122,44.382522,16.54101596,9.746450113,23.66763985,13.63582833,15.30153921,15.86032223,27.96258472,32.80359888,14.44392049,MSMO1,protein_coding
MSMP,0.113331389,0.169873181,0.094322147,0.030355828,0.057669924,0.028147204,0.335967858,0.173057457,0.192788944,0.171729919,0.028474889,0.030338342,0.215971687,0,MSMP,protein_coding
MSN,98.49719771,129.3568139,134.9138519,134.2057662,104.763151,94.79608919,82.32523637,183.2370769,121.1264718,112.7881367,113.0402903,122.7851768,139.8912105,115.4676461,MSN,protein_coding
MSRA,1.594355626,1.485607232,1.476910902,1.286053714,1.200638739,1.7341073,1.34335156,1.042395025,1.07291833,1.661517419,2.005238055,1.189650287,1.126269371,1.512566596,MSRA,protein_coding
MSRB1,23.1359454,25.67693873,21.77717407,23.17050024,12.6914398,17.76804609,19.03247354,12.46108371,16.44981649,16.47627447,22.46037845,21.82183915,21.29422598,17.70981119,MSRB1,protein_coding
MSRB3,14.34402967,17.98369134,22.41169396,26.78914804,45.08184279,19.52552605,24.33727732,23.95058229,29.8350111,20.71961919,21.04758979,29.84390365,37.72398393,21.96611037,MSRB3,protein_coding
MSS51,0.379681115,0.137965231,0.153210492,0.073961919,0.035128166,0.13716122,0.037208412,0.140551392,0.078288318,0.104604908,0.13875803,0.073919313,0.065776827,0.334616145,MSS51,protein_coding
MST1,20.64669579,6.19191295,11.03940215,21.21322475,18.59848819,7.839063167,15.65552382,13.0348503,16.90919352,26.60326366,25.59110812,21.33059546,15.47535645,7.821694585,MST1,protein_coding
